Anio,Mes,Clave ciudad,limon,leche,camaron,tortillas,electricidad,alquiler,frijol,pollo,Fecha,suma,categoria,Season
2019,10,46,24.99,17.41,319.0,10.9,279.75,105.55,19.39,26.5,2019-10-01,803.4899999999999,2,4
2019,10,47,33.8,21.0,228.0,14.0,433.82,100.71,24.5,35.0,2019-10-01,890.83,1,4
2019,10,48,24.45,20.45,210.0,20.0,356.03,104.83,28.33,39.0,2019-10-01,803.09,3,4
2019,10,49,19.13,15.5,187.5,12.0,356.03,101.48,26.0,86.0,2019-10-01,803.64,3,4
2019,10,50,19.09,17.83,199.0,20.0,157.38,101.28,19.9,115.0,2019-10-01,649.48,3,4
2019,10,51,28.75,19.0,175.0,12.0,433.82,100.9,16.0,57.5,2019-10-01,842.9699999999999,2,4
2019,10,52,32.15,20.75,130.0,14.0,433.82,103.62,30.0,49.5,2019-10-01,813.84,2,4
2019,10,53,22.75,13.5,229.0,16.5,433.82,101.94,18.08,51.4,2019-10-01,886.99,1,4
2019,10,54,24.33,17.0,135.0,16.0,356.03,102.2,23.0,64.65,2019-10-01,738.2099999999999,3,4
2019,10,55,24.0,13.0,190.0,12.5,433.82,102.27,20.56,62.0,2019-10-01,858.1499999999999,2,4
2019,11,1,23.8,22.75,180.0,14.0,435.47,105.07,29.78,80.0,2019-11-01,890.8699999999999,1,4
2019,11,2,27.55,20.25,188.0,18.0,357.4,102.57,25.61,100.0,2019-11-01,839.38,2,4
2019,11,3,17.0,17.0,142.0,10.5,435.47,101.08,32.78,97.0,2019-11-01,852.83,1,4
2019,11,4,30.15,11.17,322.0,11.9,435.47,102.56,44.39,35.0,2019-11-01,992.64,1,4
2019,11,5,31.4,17.98,223.5,17.0,357.4,103.08,51.62,76.99,2019-11-01,878.97,1,4
2019,11,6,35.4,17.57,220.0,20.0,280.83,102.89,44.93,119.9,2019-11-01,841.5199999999999,2,4
2019,11,7,21.74,18.75,219.99,16.0,280.83,101.39,18.99,18.9,2019-11-01,696.5899999999999,3,4
2019,11,8,13.75,18.0,389.0,18.5,357.4,101.27,30.0,97.5,2019-11-01,1025.42,1,4
2019,11,9,27.25,15.0,166.25,18.0,301.63,104.74,20.78,125.0,2019-11-01,778.65,3,4
2019,11,10,37.15,15.0,379.0,16.0,435.47,101.39,50.28,76.0,2019-11-01,1110.29,1,4
2019,11,11,20.0,19.6,264.0,13.0,435.47,104.85,36.0,78.75,2019-11-01,971.6700000000001,1,4
2019,11,12,31.95,18.7,196.0,13.0,435.47,103.55,38.33,79.0,2019-11-01,916.0,1,4
2019,11,13,24.9,17.9,170.0,15.0,357.4,104.66,22.22,64.5,2019-11-01,776.58,3,4
2019,11,14,18.88,21.5,169.0,14.0,435.47,101.9,20.89,63.75,2019-11-01,845.39,1,4
2019,11,15,18.9,21.0,189.9,16.0,357.4,102.88,21.94,78.5,2019-11-01,806.5200000000001,3,4
2019,11,16,8.08,15.51,245.0,20.0,357.4,102.76,30.0,68.0,2019-11-01,846.75,2,4
2019,11,17,21.35,21.5,290.0,16.0,301.63,101.07,24.0,80.0,2019-11-01,855.55,2,4
2019,11,18,23.25,27.46,249.0,17.0,357.4,101.98,21.39,54.0,2019-11-01,851.4799999999999,3,4
2019,11,19,22.9,19.5,277.5,16.0,301.63,104.16,21.0,100.95,2019-11-01,863.64,2,4
2019,11,20,21.86,15.8,210.0,11.0,301.63,101.69,23.9,29.9,2019-11-01,715.78,3,4
2019,11,21,24.38,20.0,220.0,20.0,301.63,103.52,35.99,102.9,2019-11-01,828.42,3,4
2019,11,22,29.9,20.25,180.0,13.0,435.47,101.61,28.11,49.5,2019-11-01,857.84,2,4
2019,11,23,18.6,16.0,379.0,18.0,435.47,102.48,17.0,99.9,2019-11-01,1086.45,1,4
2019,11,24,30.05,21.6,214.0,17.0,405.44,104.84,21.4,79.9,2019-11-01,894.2299999999999,1,4
2019,11,25,15.73,21.2,250.0,17.0,280.83,103.23,21.0,24.0,2019-11-01,732.99,3,4
2019,11,26,17.0,12.5,210.0,17.0,357.4,102.28,39.05,85.0,2019-11-01,840.2299999999999,3,4
2019,11,27,34.73,17.44,216.25,20.0,301.63,101.82,24.13,52.9,2019-11-01,768.8999999999999,3,4
2019,11,28,17.4,18.25,319.0,16.0,357.4,101.81,45.0,60.0,2019-11-01,934.8599999999999,2,4
2019,11,29,29.98,21.5,152.7,19.0,435.47,105.75,20.38,81.0,2019-11-01,865.7800000000001,1,4
2019,11,30,14.0,23.9,245.0,14.0,435.47,100.47,16.0,68.68,2019-11-01,917.52,1,4
2019,11,31,28.4,18.9,150.0,20.0,357.4,102.38,34.0,37.0,2019-11-01,748.08,3,4
2019,11,32,17.38,17.46,160.0,20.0,301.63,102.17,59.89,72.0,2019-11-01,750.53,3,4
2019,11,33,27.05,20.38,160.0,14.0,435.47,102.16,36.81,63.75,2019-11-01,859.6200000000001,2,4
2019,11,34,31.75,17.4,240.0,15.0,435.47,101.36,27.0,75.0,2019-11-01,942.98,1,4
2019,11,35,20.0,19.0,299.9,17.0,301.63,104.22,17.9,30.0,2019-11-01,809.65,2,4
2019,11,36,16.8,15.06,186.15,14.0,435.47,103.15,20.89,53.0,2019-11-01,844.52,2,4
2019,11,37,17.85,13.76,198.4,16.25,413.16,102.62,25.0,60.0,2019-11-01,847.0400000000001,2,4
2019,11,38,20.88,28.8,172.0,16.0,435.47,105.03,20.65,59.23,2019-11-01,858.0600000000001,2,4
2019,11,39,29.0,21.5,362.0,16.0,435.47,102.64,25.25,28.6,2019-11-01,1020.46,1,4
2019,11,40,28.55,13.8,280.0,17.0,413.16,100.31,22.0,45.0,2019-11-01,919.8199999999999,1,4
2019,11,41,13.5,19.5,299.0,12.0,435.47,102.51,22.0,84.0,2019-11-01,987.98,1,4
2019,11,42,22.5,9.9,260.0,14.0,357.4,103.78,25.11,51.25,2019-11-01,843.9399999999999,3,4
2019,11,43,10.0,21.5,200.0,18.0,357.4,102.84,24.44,81.25,2019-11-01,815.4300000000001,3,4
2019,11,44,16.5,15.5,249.0,16.0,435.47,105.44,21.37,34.9,2019-11-01,894.1800000000001,2,4
2019,11,45,12.0,22.0,172.5,18.0,357.4,100.62,25.0,44.5,2019-11-01,752.02,3,4
2019,11,46,23.24,17.41,319.0,10.9,280.83,105.76,20.96,23.5,2019-11-01,801.5999999999999,2,4
2019,11,47,27.8,21.0,228.0,14.0,435.47,100.71,24.5,35.0,2019-11-01,886.48,1,4
2019,11,48,18.9,21.0,210.0,20.0,357.4,105.4,37.67,40.0,2019-11-01,810.3699999999999,3,4
2019,11,49,17.63,16.18,180.0,12.0,357.4,101.65,26.0,91.25,2019-11-01,802.11,3,4
2019,11,50,39.5,17.5,199.0,20.0,301.63,101.42,19.9,115.0,2019-11-01,813.9499999999999,3,4
2019,11,51,28.75,20.0,180.0,12.0,435.47,100.8,16.0,65.0,2019-11-01,858.02,2,4
2019,11,52,28.4,21.0,132.5,14.0,435.47,103.93,30.0,49.0,2019-11-01,814.3,2,4
2019,11,53,19.0,17.6,206.5,16.5,435.47,101.94,20.98,51.4,2019-11-01,869.39,1,4
2019,11,54,17.88,17.0,137.5,16.0,357.4,102.37,23.0,64.63,2019-11-01,735.78,3,4
2019,11,55,23.5,13.0,200.0,13.0,435.47,102.39,21.39,62.0,2019-11-01,870.75,2,4
2019,12,1,24.55,23.0,180.0,14.0,437.12,105.47,29.78,76.25,2019-12-01,890.1700000000001,1,1
2019,12,2,30.45,20.0,189.0,18.0,358.76,102.91,24.78,100.0,2019-12-01,843.9,2,1
2019,12,3,21.0,17.0,142.0,10.5,437.12,101.08,32.78,97.0,2019-12-01,858.48,1,1
2019,12,4,27.65,11.17,322.0,12.73,437.12,102.69,44.39,36.0,2019-12-01,993.7500000000001,1,1
2019,12,5,20.9,18.38,259.25,17.0,358.76,103.3,52.97,77.49,2019-12-01,908.05,1,1
2019,12,6,32.4,17.57,220.0,20.0,281.91,103.04,41.25,119.9,2019-12-01,836.07,2,1
2019,12,7,21.74,19.0,219.99,16.0,281.91,101.39,22.74,18.4,2019-12-01,701.1700000000001,3,1
2019,12,8,18.25,19.05,369.0,18.5,358.76,101.42,30.0,98.75,2019-12-01,1013.7299999999999,1,1
2019,12,9,25.0,15.0,160.0,18.0,302.79,105.27,21.0,125.0,2019-12-01,772.06,3,1
2019,12,10,30.6,15.0,374.0,16.0,437.12,101.5,54.44,74.0,2019-12-01,1102.66,1,1
2019,12,11,15.5,19.58,264.0,13.0,437.12,104.99,36.0,72.5,2019-12-01,962.69,1,1
2019,12,12,28.2,19.5,196.0,13.0,437.12,103.62,38.33,75.98,2019-12-01,911.75,1,1
2019,12,13,21.18,17.9,180.0,15.0,358.76,104.91,23.06,65.0,2019-12-01,785.8099999999998,3,1
2019,12,14,15.38,21.5,169.0,14.0,437.12,102.08,21.0,63.5,2019-12-01,843.58,1,1
2019,12,15,23.4,21.0,189.9,16.0,358.76,102.97,21.94,78.5,2019-12-01,812.47,3,1
2019,12,16,8.63,15.65,245.0,20.5,358.76,102.79,30.0,69.5,2019-12-01,850.8299999999999,2,1
2019,12,17,20.5,21.5,290.0,16.75,302.79,101.42,25.0,80.0,2019-12-01,857.9599999999999,2,1
2019,12,18,18.25,28.56,219.0,17.25,358.76,102.17,21.67,54.0,2019-12-01,819.6599999999999,3,1
2019,12,19,20.4,19.5,277.5,16.0,302.79,104.62,21.0,100.95,2019-12-01,862.7600000000001,2,1
2019,12,20,24.9,16.38,210.0,11.0,302.79,101.91,24.9,29.9,2019-12-01,721.7799999999999,3,1
2019,12,21,19.9,20.0,220.0,20.0,302.79,103.52,35.99,102.9,2019-12-01,825.1,3,1
2019,12,22,21.9,20.7,180.0,13.0,437.12,101.68,30.32,49.5,2019-12-01,854.2200000000001,2,1
2019,12,23,16.5,16.0,379.0,18.0,437.12,102.63,17.0,76.65,2019-12-01,1062.9,1,1
2019,12,24,24.8,21.6,219.0,17.0,406.97,105.3,22.05,79.8,2019-12-01,896.5199999999999,1,1
2019,12,25,14.8,21.2,250.0,17.0,281.91,103.23,21.0,24.0,2019-12-01,733.1400000000001,3,1
2019,12,26,17.5,12.5,210.0,17.0,358.76,102.28,40.91,95.0,2019-12-01,853.9499999999999,3,1
2019,12,27,24.18,17.44,234.5,20.0,302.79,101.98,24.13,55.15,2019-12-01,780.1700000000001,3,1
2019,12,28,18.13,19.5,319.0,16.0,358.76,101.81,45.0,60.0,2019-12-01,938.2,2,1
2019,12,29,30.23,21.55,151.58,19.0,437.12,105.87,20.38,82.5,2019-12-01,868.23,1,1
2019,12,30,15.75,23.9,245.0,14.0,437.12,100.47,18.0,68.68,2019-12-01,922.9200000000001,1,1
2019,12,31,22.65,18.9,150.0,20.0,358.76,102.63,34.0,37.0,2019-12-01,743.9399999999999,3,1
2019,12,32,16.6,17.46,160.0,20.0,302.79,102.17,57.67,72.0,2019-12-01,748.6899999999999,3,1
2019,12,33,23.8,21.68,150.0,14.0,437.12,102.49,37.78,65.0,2019-12-01,851.87,2,1
2019,12,34,20.25,17.4,270.0,15.0,437.12,101.36,28.0,75.0,2019-12-01,964.13,1,1
2019,12,35,17.5,19.0,269.9,17.5,302.79,104.22,19.4,34.0,2019-12-01,784.3100000000001,2,1
2019,12,36,18.35,15.06,184.9,14.0,437.12,103.18,21.0,53.0,2019-12-01,846.6100000000001,2,1
2019,12,37,14.9,12.96,198.9,17.0,414.73,102.71,25.0,60.0,2019-12-01,846.2,2,1
2019,12,38,21.08,29.9,172.0,16.0,437.12,105.31,20.65,58.65,2019-12-01,860.71,2,1
2019,12,39,28.0,21.5,393.25,16.0,437.12,102.76,24.75,28.18,2019-12-01,1051.56,1,1
2019,12,40,23.3,14.86,280.0,17.0,414.73,100.39,22.0,45.0,2019-12-01,917.28,1,1
2019,12,41,14.5,19.5,294.75,12.0,437.12,102.58,22.75,84.0,2019-12-01,987.2,1,1
2019,12,42,23.75,9.9,260.0,14.0,358.76,104.31,25.11,51.0,2019-12-01,846.83,3,1
2019,12,43,12.5,21.5,200.0,18.0,358.76,102.86,24.44,82.0,2019-12-01,820.0600000000001,3,1
2019,12,44,17.25,15.67,226.5,16.0,437.12,106.21,19.71,34.9,2019-12-01,873.36,2,1
2019,12,45,13.75,22.0,170.75,17.5,358.76,100.62,25.0,47.25,2019-12-01,755.63,3,1
2019,12,46,19.74,17.41,319.0,10.9,281.91,106.41,20.66,89.0,2019-12-01,865.03,2,1
2019,12,47,23.8,21.0,228.0,14.0,437.12,100.71,27.0,29.25,2019-12-01,880.8800000000001,1,1
2019,12,48,19.15,21.0,210.0,20.0,358.76,105.67,34.44,40.0,2019-12-01,809.02,3,1
2019,12,49,18.58,17.93,195.0,12.0,358.76,101.77,26.0,86.0,2019-12-01,816.04,3,1
2019,12,50,39.25,17.5,199.0,21.0,302.79,101.42,19.9,115.0,2019-12-01,815.8599999999999,3,1
2019,12,51,25.0,20.0,180.0,12.0,437.12,100.8,16.0,63.5,2019-12-01,854.42,2,1
2019,12,52,24.15,21.0,140.0,14.0,437.12,104.14,30.0,49.0,2019-12-01,819.41,2,1
2019,12,53,16.5,12.4,193.76,16.5,437.12,101.94,21.94,51.4,2019-12-01,851.5600000000001,1,1
2019,12,54,18.58,17.0,140.0,16.0,358.76,102.78,24.0,55.0,2019-12-01,732.1199999999999,3,1
2019,12,55,23.5,13.0,200.0,13.0,437.12,102.39,21.67,62.0,2019-12-01,872.68,2,1
2020,1,1,21.55,23.0,180.0,14.0,438.13,105.81,29.78,76.25,2020-01-01,888.52,1,1
2020,1,2,24.85,20.0,189.0,18.0,359.57,102.96,25.22,100.0,2020-01-01,839.6,2,1
2020,1,3,12.0,17.0,142.0,10.5,438.13,101.1,32.78,97.0,2020-01-01,850.51,1,1
2020,1,4,23.05,11.17,322.0,11.5,438.13,102.92,44.39,34.5,2020-01-01,987.66,1,1
2020,1,5,20.43,18.78,249.0,17.0,359.57,103.37,54.33,72.49,2020-01-01,894.97,1,1
2020,1,6,29.15,18.1,220.0,20.0,282.53,103.14,42.5,104.9,2020-01-01,820.3199999999999,2,1
2020,1,7,17.99,20.0,219.99,16.0,282.53,101.39,22.99,18.65,2020-01-01,699.54,3,1
2020,1,8,16.25,18.95,399.0,18.5,359.57,101.68,30.0,95.0,2020-01-01,1038.95,1,1
2020,1,9,24.5,15.9,160.0,18.0,303.46,105.6,20.89,125.0,2020-01-01,773.35,3,1
2020,1,10,28.85,15.0,379.0,16.0,438.13,101.57,54.44,74.0,2020-01-01,1106.99,1,1
2020,1,11,20.0,19.58,264.0,13.0,438.13,105.4,36.0,77.5,2020-01-01,973.61,1,1
2020,1,12,28.95,18.43,188.5,13.5,438.13,103.86,41.17,79.0,2020-01-01,911.54,1,1
2020,1,13,18.18,17.9,170.0,15.0,359.57,105.36,23.61,65.0,2020-01-01,774.62,3,1
2020,1,14,10.58,21.5,169.0,14.38,438.13,102.17,21.0,63.25,2020-01-01,840.0099999999999,1,1
2020,1,15,22.4,22.0,189.9,16.0,359.57,103.18,21.94,78.5,2020-01-01,813.49,3,1
2020,1,16,8.83,14.78,259.0,21.0,359.57,102.98,30.0,67.0,2020-01-01,863.1600000000001,2,1
2020,1,17,19.73,21.5,290.0,17.0,303.46,101.47,26.0,80.0,2020-01-01,859.1600000000001,2,1
2020,1,18,22.75,27.77,215.0,18.0,359.57,102.17,23.0,48.0,2020-01-01,816.2599999999999,3,1
2020,1,19,20.9,19.5,277.5,16.5,303.46,104.83,21.75,99.0,2020-01-01,863.4399999999999,2,1
2020,1,20,18.4,17.43,215.0,11.0,303.46,102.0,27.9,29.9,2020-01-01,725.0899999999999,3,1
2020,1,21,17.58,20.0,178.0,20.0,303.46,103.55,37.99,99.0,2020-01-01,779.5799999999999,3,1
2020,1,22,19.73,20.65,180.0,13.0,438.13,101.85,30.32,50.0,2020-01-01,853.6800000000001,2,1
2020,1,23,14.6,16.25,379.0,19.0,438.13,103.3,23.0,92.15,2020-01-01,1085.43,1,1
2020,1,24,25.8,21.6,213.0,17.0,407.92,104.62,27.5,80.63,2020-01-01,898.0699999999999,1,1
2020,1,25,11.3,21.2,271.0,17.0,282.53,103.34,21.56,24.0,2020-01-01,751.93,3,1
2020,1,26,15.75,13.25,210.0,17.0,359.57,102.6,41.09,95.0,2020-01-01,854.26,3,1
2020,1,27,20.73,17.44,225.38,20.0,303.46,102.38,22.98,52.9,2020-01-01,765.27,3,1
2020,1,28,19.7,19.88,314.0,16.0,359.57,102.01,45.0,60.0,2020-01-01,936.16,2,1
2020,1,29,20.48,21.7,146.5,19.0,438.13,106.39,21.9,82.75,2020-01-01,856.8499999999999,1,1
2020,1,30,19.5,22.95,245.0,14.0,438.13,100.47,18.0,68.9,2020-01-01,926.9499999999999,1,1
2020,1,31,19.73,20.48,141.25,20.0,359.57,102.81,34.0,37.0,2020-01-01,734.8399999999999,3,1
2020,1,32,11.83,17.46,160.0,20.0,303.46,102.31,56.55,72.0,2020-01-01,743.6099999999999,3,1
2020,1,33,25.8,22.2,150.0,14.0,438.13,102.49,37.78,65.0,2020-01-01,855.4,2,1
2020,1,34,21.5,17.45,270.0,16.0,438.13,101.36,26.5,71.25,2020-01-01,962.1899999999999,1,1
2020,1,35,16.25,19.75,269.9,18.0,303.46,104.5,20.4,28.0,2020-01-01,780.2599999999999,2,1
2020,1,36,10.8,14.8,188.05,14.0,438.13,103.47,21.0,53.0,2020-01-01,843.25,2,1
2020,1,37,16.65,12.96,202.9,17.0,415.69,102.89,25.0,60.0,2020-01-01,853.09,2,1
2020,1,38,22.33,29.9,169.57,16.13,438.13,105.36,20.65,59.18,2020-01-01,861.2499999999999,2,1
2020,1,39,21.0,21.5,385.25,16.0,438.13,102.93,24.75,40.43,2020-01-01,1049.99,1,1
2020,1,40,19.8,15.85,280.0,17.0,415.69,100.42,25.0,43.75,2020-01-01,917.5099999999999,1,1
2020,1,41,13.5,19.5,299.0,12.0,438.13,102.8,25.0,84.0,2020-01-01,993.93,1,1
2020,1,42,26.0,9.9,260.0,14.0,359.57,104.46,25.11,46.48,2020-01-01,845.5200000000001,3,1
2020,1,43,10.5,21.5,200.0,18.0,359.57,103.12,24.44,82.0,2020-01-01,819.13,3,1
2020,1,44,15.0,15.67,236.0,16.75,438.13,106.86,18.17,34.9,2020-01-01,881.4799999999999,2,1
2020,1,45,14.75,22.0,168.75,16.0,359.57,100.62,25.75,45.75,2020-01-01,753.1899999999999,3,1
2020,1,46,16.97,17.41,313.0,10.9,282.53,106.66,26.38,89.0,2020-01-01,862.8499999999999,2,1
2020,1,47,19.8,21.0,228.0,14.0,438.13,100.71,28.0,31.98,2020-01-01,881.6200000000001,1,1
2020,1,48,19.95,20.18,210.0,20.5,359.57,105.94,34.44,40.0,2020-01-01,810.5800000000002,3,1
2020,1,49,18.38,15.93,180.0,12.0,359.57,101.8,26.0,86.0,2020-01-01,799.68,3,1
2020,1,50,39.25,17.5,199.0,22.0,303.46,101.44,21.4,115.0,2020-01-01,819.0500000000001,3,1
2020,1,51,26.25,20.0,180.0,12.0,438.13,100.91,21.0,58.5,2020-01-01,856.79,2,1
2020,1,52,21.39,21.0,150.0,14.0,438.13,104.29,30.0,49.0,2020-01-01,827.81,2,1
2020,1,53,16.5,16.43,280.75,17.25,438.13,102.41,21.94,51.4,2020-01-01,944.81,1,1
2020,1,54,21.85,17.0,135.0,16.0,359.57,102.78,21.0,50.0,2020-01-01,723.1999999999999,3,1
2020,1,55,23.5,13.0,200.0,13.0,438.13,102.39,21.67,60.0,2020-01-01,871.6899999999999,2,1
2020,2,1,22.0,23.0,190.0,14.0,439.15,106.1,29.78,75.0,2020-02-01,899.03,1,1
2020,2,2,23.7,21.0,191.25,18.0,360.38,103.28,26.39,100.0,2020-02-01,843.9999999999999,2,1
2020,2,3,15.0,17.38,132.0,10.5,439.15,101.11,32.78,95.75,2020-02-01,843.67,1,1
2020,2,4,23.18,11.17,290.0,11.9,439.15,103.18,44.39,35.5,2020-02-01,958.4699999999999,1,1
2020,2,5,20.43,18.12,223.5,17.0,360.38,103.52,54.33,72.99,2020-02-01,870.2700000000001,1,1
2020,2,6,25.9,17.31,220.0,20.0,283.15,103.49,46.0,109.9,2020-02-01,825.7499999999999,2,1
2020,2,7,24.74,20.0,194.99,16.0,283.15,101.39,26.74,19.15,2020-02-01,686.16,3,1
2020,2,8,18.75,18.0,386.5,18.5,360.38,101.92,30.0,100.0,2020-02-01,1034.05,1,1
2020,2,9,25.0,15.9,165.0,18.0,304.12,105.91,21.0,125.0,2020-02-01,779.93,3,1
2020,2,10,24.38,15.0,379.0,16.0,439.15,101.57,54.44,78.5,2020-02-01,1108.04,1,1
2020,2,11,21.0,19.58,245.0,13.0,439.15,105.96,36.0,80.0,2020-02-01,959.69,1,1
2020,2,12,29.95,20.0,182.0,14.0,439.15,103.94,40.63,77.48,2020-02-01,907.15,1,1
2020,2,13,17.9,17.9,160.0,15.0,203.23,105.85,24.44,64.0,2020-02-01,608.32,3,1
2020,2,14,17.33,21.5,169.0,14.5,439.15,102.4,21.0,63.5,2020-02-01,848.38,1,1
2020,2,15,16.4,22.0,189.9,16.0,360.38,103.69,22.49,78.5,2020-02-01,809.3600000000001,3,1
2020,2,16,6.88,15.35,254.0,21.0,360.38,103.38,30.0,66.5,2020-02-01,857.49,2,1
2020,2,17,18.75,21.5,290.0,17.0,304.12,101.63,26.62,80.0,2020-02-01,859.62,2,1
2020,2,18,17.25,24.95,215.5,18.0,360.38,102.18,24.33,48.0,2020-02-01,810.59,3,1
2020,2,19,21.4,19.5,277.5,17.0,304.12,105.28,23.5,99.23,2020-02-01,867.53,2,1
2020,2,20,19.9,17.56,210.0,11.0,304.12,102.08,27.9,29.9,2020-02-01,722.4599999999999,3,1
2020,2,21,18.38,20.0,178.0,20.0,304.12,103.59,37.99,99.0,2020-02-01,781.08,3,1
2020,2,22,18.23,20.5,180.0,13.0,439.15,102.02,30.32,50.0,2020-02-01,853.22,2,1
2020,2,23,16.6,17.5,373.0,19.0,439.15,103.62,23.0,79.9,2020-02-01,1071.77,1,1
2020,2,24,24.3,21.7,216.5,17.0,408.86,104.94,25.35,82.9,2020-02-01,901.55,1,1
2020,2,25,16.3,19.1,292.0,16.0,283.15,103.44,22.72,22.0,2020-02-01,774.71,3,1
2020,2,26,16.0,13.5,210.0,17.0,360.38,102.6,41.15,86.25,2020-02-01,846.88,3,1
2020,2,27,24.28,17.44,203.88,20.0,304.12,102.42,28.25,52.9,2020-02-01,753.29,3,1
2020,2,28,18.75,18.75,319.0,16.0,360.38,102.32,45.0,60.0,2020-02-01,940.2,2,1
2020,2,29,19.65,21.7,148.99,19.0,439.15,107.35,21.9,84.5,2020-02-01,862.24,1,1
2020,2,30,15.0,50.0,245.0,14.25,439.15,100.47,18.0,68.9,2020-02-01,950.77,1,1
2020,2,31,20.43,20.65,150.0,20.0,360.38,103.35,35.9,37.18,2020-02-01,747.89,3,1
2020,2,32,16.6,17.46,158.02,21.0,304.12,102.45,58.78,72.0,2020-02-01,750.4300000000001,3,1
2020,2,33,21.3,21.5,150.0,14.0,439.15,102.51,37.78,65.0,2020-02-01,851.24,2,1
2020,2,34,24.4,17.5,260.0,16.0,439.15,101.95,26.5,70.0,2020-02-01,955.5,1,1
2020,2,35,16.5,20.0,269.9,18.0,304.12,105.31,21.15,28.0,2020-02-01,782.9799999999999,2,1
2020,2,36,16.8,15.2,190.45,14.0,439.15,103.95,21.0,53.0,2020-02-01,853.55,2,1
2020,2,37,15.9,12.96,199.9,17.0,416.64,103.1,24.5,58.0,2020-02-01,848.0,2,1
2020,2,38,22.83,29.9,166.25,16.5,439.15,105.57,21.8,64.9,2020-02-01,866.9,2,1
2020,2,39,23.5,21.5,376.0,16.0,439.15,103.14,24.0,25.65,2020-02-01,1028.94,1,1
2020,2,40,21.4,15.0,280.0,17.0,416.64,100.5,26.0,45.0,2020-02-01,921.54,1,1
2020,2,41,14.5,19.5,299.0,12.0,439.15,102.93,26.0,84.0,2020-02-01,997.0799999999999,1,1
2020,2,42,25.5,9.9,260.0,14.0,360.38,104.48,25.11,51.0,2020-02-01,850.37,3,1
2020,2,43,9.5,21.5,200.0,18.0,360.38,103.27,24.44,82.0,2020-02-01,819.09,3,1
2020,2,44,11.5,15.67,249.75,17.0,439.15,107.43,19.82,34.9,2020-02-01,895.22,2,1
2020,2,45,20.5,22.0,171.25,16.0,360.38,100.62,26.0,45.5,2020-02-01,762.25,3,1
2020,2,46,18.24,17.41,290.0,10.9,283.15,107.06,25.33,89.0,2020-02-01,841.09,2,1
2020,2,47,22.8,21.0,228.0,14.0,439.15,101.31,28.0,29.95,2020-02-01,884.21,1,1
2020,2,48,19.48,21.0,210.0,20.5,360.38,106.45,36.94,40.0,2020-02-01,814.75,3,1
2020,2,49,16.4,16.11,180.0,12.0,360.38,102.38,26.0,86.0,2020-02-01,799.27,3,1
2020,2,50,37.0,17.5,199.0,22.0,304.12,102.02,21.9,115.0,2020-02-01,818.54,3,1
2020,2,51,26.25,20.0,185.0,12.0,439.15,101.01,24.0,58.0,2020-02-01,865.41,2,1
2020,2,52,20.65,21.0,147.5,14.0,439.15,104.38,30.0,49.0,2020-02-01,825.68,2,1
2020,2,53,17.0,17.95,291.25,17.5,439.15,102.7,21.94,51.4,2020-02-01,958.89,1,1
2020,2,54,16.9,17.0,130.0,16.0,360.38,102.78,22.0,45.75,2020-02-01,710.81,3,1
2020,2,55,19.0,13.0,220.0,13.0,439.15,102.39,23.0,58.0,2020-02-01,887.54,2,1
2020,3,1,28.6,23.0,200.0,14.01,440.16,106.34,29.78,83.75,2020-03-01,925.64,1,2
2020,3,2,16.1,22.0,195.0,18.0,361.2,103.57,26.39,100.0,2020-03-01,842.2599999999999,2,2
2020,3,3,20.75,17.5,122.0,10.5,440.16,101.11,32.78,92.0,2020-03-01,836.8000000000001,1,2
2020,3,4,23.65,11.17,322.0,11.88,440.16,103.33,44.39,39.0,2020-03-01,995.58,1,2
2020,3,5,29.9,18.25,215.5,17.25,361.2,103.64,54.33,68.99,2020-03-01,869.06,1,2
2020,3,6,31.15,16.51,220.0,20.0,283.77,103.69,46.98,99.45,2020-03-01,821.55,2,2
2020,3,7,31.99,20.0,179.99,16.0,283.77,101.39,29.24,17.9,2020-03-01,680.28,3,2
2020,3,8,23.0,19.5,359.0,18.5,361.2,102.11,30.0,106.25,2020-03-01,1019.5600000000001,1,2
2020,3,9,31.75,15.9,170.0,18.0,304.79,106.4,20.84,125.0,2020-03-01,792.6800000000001,3,2
2020,3,10,27.4,15.0,374.0,16.0,440.16,101.57,54.44,84.75,2020-03-01,1113.32,1,2
2020,3,11,24.0,19.58,245.0,13.0,440.16,106.37,36.5,82.5,2020-03-01,967.11,1,2
2020,3,12,22.71,20.0,181.75,14.0,440.16,104.27,40.54,71.95,2020-03-01,895.38,1,2
2020,3,13,15.3,15.9,170.0,15.0,203.75,106.31,25.28,63.0,2020-03-01,614.54,3,2
2020,3,14,28.1,21.5,169.0,14.5,440.16,102.55,21.0,59.0,2020-03-01,855.81,1,2
2020,3,15,24.9,22.0,191.9,16.25,361.2,104.06,24.97,79.53,2020-03-01,824.81,3,2
2020,3,16,8.63,15.1,259.0,21.0,361.2,103.39,32.25,70.5,2020-03-01,871.07,2,2
2020,3,17,20.48,21.5,290.0,17.0,304.79,101.83,33.0,80.0,2020-03-01,868.6,2,2
2020,3,18,24.5,25.57,216.0,18.0,361.2,102.18,24.33,46.5,2020-03-01,818.2800000000001,3,2
2020,3,19,29.15,19.75,277.5,17.0,304.79,105.62,24.6,99.68,2020-03-01,878.0900000000001,2,2
2020,3,20,29.65,18.1,210.0,11.0,304.79,102.08,28.65,29.9,2020-03-01,734.17,3,2
