Anio,Mes,Clave ciudad,limon,leche,camaron,tortillas,electricidad,alquiler,frijol,pollo,Fecha,suma,categoria,Season
2018,8,28,12.3,16.88,171.5,16.0,192.79,100.0,45.0,55.0,2018-08-01,609.47,2,3
2018,8,29,28.88,19.9,160.0,18.0,417.35,100.1,20.01,62.5,2018-08-01,826.74,1,3
2018,8,30,15.5,22.9,245.0,14.0,417.35,100.0,37.11,59.06,2018-08-01,910.9200000000001,1,3
2018,8,31,18.9,17.29,152.5,18.0,192.79,100.16,25.0,34.0,2018-08-01,558.64,3,3
2018,8,32,16.65,17.46,195.0,19.0,152.16,100.09,43.67,86.0,2018-08-01,630.03,3,3
2018,8,33,32.18,18.0,170.0,14.0,417.35,100.0,32.0,63.75,2018-08-01,847.28,2,3
2018,8,34,23.75,14.9,220.58,14.5,417.35,100.0,21.0,71.25,2018-08-01,883.33,1,3
2018,8,35,21.0,17.0,261.6,16.75,189.17,100.0,16.9,32.0,2018-08-01,654.42,2,3
2018,8,36,19.13,13.74,179.9,14.0,417.35,100.57,23.33,53.0,2018-08-01,821.0200000000001,2,3
2018,8,37,10.39,12.7,238.4,16.0,372.3,100.0,18.0,52.0,2018-08-01,819.79,2,3
2018,8,38,17.88,25.9,179.0,15.0,417.35,100.04,21.83,57.4,2018-08-01,834.4,2,3
2018,8,39,15.25,19.7,361.5,15.75,417.35,100.0,24.75,27.98,2018-08-01,982.28,1,3
2018,8,40,21.5,12.83,270.0,10.2,395.94,100.0,22.0,45.0,2018-08-01,877.47,1,3
2018,8,41,20.0,16.5,227.5,12.0,417.35,100.08,21.5,78.0,2018-08-01,892.9300000000001,1,3
2018,8,42,16.5,9.6,272.5,12.0,196.42,100.0,25.11,51.0,2018-08-01,683.13,3,3
2018,8,43,5.0,19.5,179.0,17.0,192.79,100.02,28.89,82.0,2018-08-01,624.1999999999999,3,3
2018,8,44,13.38,14.67,166.0,15.0,417.35,100.16,21.45,40.85,2018-08-01,788.8600000000001,2,3
2018,8,45,16.63,18.5,210.0,15.0,192.79,100.22,26.48,54.0,2018-08-01,633.62,3,3
2018,8,46,19.24,14.23,299.0,10.3,152.16,100.0,20.36,22.0,2018-08-01,637.2900000000001,2,3
2018,8,47,32.3,22.0,322.0,13.0,417.35,100.0,20.0,52.0,2018-08-01,978.6500000000001,1,3
2018,8,48,14.2,19.5,210.0,18.0,192.79,100.12,22.0,40.5,2018-08-01,617.11,3,3
2018,8,49,16.73,14.0,197.5,11.0,192.79,100.36,29.0,92.0,2018-08-01,653.38,3,3
2018,8,50,30.5,17.5,174.0,20.0,152.16,100.06,22.65,109.0,2018-08-01,625.87,3,3
2018,8,51,26.25,19.0,217.53,12.0,417.35,100.07,13.63,78.0,2018-08-01,883.83,2,3
2018,8,52,23.65,19.0,185.0,14.0,417.35,100.0,30.0,49.0,2018-08-01,838.0,2,3
2018,8,53,20.0,12.5,199.0,15.5,417.35,100.0,21.5,51.4,2018-08-01,837.25,1,3
