Anio,Mes,Clave ciudad,limon,leche,camaron,tortillas,electricidad,alquiler,frijol,pollo
2019,10,38,36.33,28.8,172.0,16.0,433.82,104.72,399.0,26.9
2019,10,39,23.75,21.25,379.5,16.0,433.82,102.4,10.0,30.0
2019,10,40,33.33,15.0,280.0,17.0,411.6,100.28,10.0,36.5
2019,10,41,15.5,19.5,299.0,12.0,433.82,102.43,24.0,26.0
2019,10,42,29.25,9.9,260.0,14.0,356.03,103.75,7.0,31.67
2019,10,43,8.5,21.25,200.0,18.0,356.03,102.77,509.0,24.9
2019,10,44,17.0,15.33,249.0,16.0,433.82,105.21,15.0,35.6
2019,10,45,14.75,22.0,180.0,18.0,356.03,100.62,10.0,23.33
2019,10,46,24.99,17.41,319.0,10.9,279.75,105.55,10.5,24.08
2019,10,47,33.8,21.0,228.0,14.0,433.82,100.71,9.0,25.0
2019,10,48,24.45,20.45,210.0,20.0,356.03,104.83,199.0,35.56
2019,10,49,19.13,15.5,187.5,12.0,356.03,101.48,15.0,28.33
2019,10,50,19.09,17.83,199.0,20.0,157.38,101.28,10.0,26.56
2019,10,51,28.75,19.0,175.0,12.0,433.82,100.9,8.0,38.0
2019,10,52,32.15,20.75,130.0,14.0,433.82,103.62,5.0,30.23
2019,10,53,22.75,13.5,229.0,16.5,433.82,101.94,299.0,31.45
2019,10,54,24.33,17.0,135.0,16.0,356.03,102.2,400.0,21.5
2019,10,55,24.0,13.0,190.0,12.5,433.82,102.27,16.0,22.0
2019,11,1,23.8,22.75,180.0,14.0,435.47,105.07,5.0,30.0
2019,11,2,27.55,20.25,188.0,18.0,357.4,102.57,25.0,22.74
2019,11,3,17.0,17.0,142.0,10.5,435.47,101.08,399.0,32.77
2019,11,4,30.15,11.17,322.0,11.9,435.47,102.56,8.0,30.29
2019,11,5,31.4,17.98,223.5,17.0,357.4,103.08,299.0,50.44
2019,11,6,35.4,17.57,220.0,20.0,280.83,102.89,420.0,23.13
2019,11,7,21.74,18.75,219.99,16.0,280.83,101.39,360.0,23.9
2019,11,8,13.75,18.0,389.0,18.5,357.4,101.27,10.0,27.45
2019,11,9,27.25,15.0,166.25,18.0,301.63,104.74,479.0,43.87
2019,11,10,37.15,15.0,379.0,16.0,435.47,101.39,10.0,54.42
2019,11,11,20.0,19.6,264.0,13.0,435.47,104.85,25.0,28.33
2019,11,12,31.95,18.7,196.0,13.0,435.47,103.55,25.0,23.59
2019,11,13,24.9,17.9,170.0,15.0,357.4,104.66,399.0,26.0
2019,11,14,18.88,21.5,169.0,14.0,435.47,101.9,10.0,25.08
2019,11,15,18.9,21.0,189.9,16.0,357.4,102.88,10.0,18.65
2019,11,16,8.08,15.51,245.0,20.0,357.4,102.76,324.0,36.56
2019,11,17,21.35,21.5,290.0,16.0,301.63,101.07,499.0,21.0
2019,11,18,23.25,27.46,249.0,17.0,357.4,101.98,24.0,20.0
2019,11,19,22.9,19.5,277.5,16.0,301.63,104.16,20.0,20.56
2019,11,20,21.86,15.8,210.0,11.0,301.63,101.69,10.0,35.15
2019,11,21,24.38,20.0,220.0,20.0,301.63,103.52,15.0,20.59
2019,11,22,29.9,20.25,180.0,13.0,435.47,101.61,7.0,22.0
2019,11,23,18.6,16.0,379.0,18.0,435.47,102.48,12.0,23.25
2019,11,24,30.05,21.6,214.0,17.0,405.44,104.84,22.5,21.92
2019,11,25,15.73,21.2,250.0,17.0,280.83,103.23,22.5,24.3
2019,11,26,17.0,12.5,210.0,17.0,357.4,102.28,20.0,35.9
2019,11,27,34.73,17.44,216.25,20.0,301.63,101.82,14.0,22.39
2019,11,28,17.4,18.25,319.0,16.0,357.4,101.81,16.0,22.22
2019,11,29,29.98,21.5,152.7,19.0,435.47,105.75,15.0,30.5
2019,11,30,14.0,23.9,245.0,14.0,435.47,100.47,13.0,18.78
2019,11,31,28.4,18.9,150.0,20.0,357.4,102.38,200.0,44.44
2019,11,32,17.38,17.46,160.0,20.0,301.63,102.17,10.0,23.25
2019,11,33,27.05,20.38,160.0,14.0,435.47,102.16,10.0,27.01
2019,11,34,31.75,17.4,240.0,15.0,435.47,101.36,10.0,32.0
2019,11,35,20.0,19.0,299.9,17.0,301.63,104.22,499.0,33.22
2019,11,36,16.8,15.06,186.15,14.0,435.47,103.15,12.0,23.99
2019,11,37,17.85,13.76,198.4,16.25,413.16,102.62,12.0,35.15
2019,11,38,20.88,28.8,172.0,16.0,435.47,105.03,399.0,27.45
2019,11,39,29.0,21.5,362.0,16.0,435.47,102.64,10.0,28.5
2019,11,40,28.55,13.8,280.0,17.0,413.16,100.31,10.0,36.0
2019,11,41,13.5,19.5,299.0,12.0,435.47,102.51,24.0,26.0
2019,11,42,22.5,9.9,260.0,14.0,357.4,103.78,7.0,35.0
2019,11,43,10.0,21.5,200.0,18.0,357.4,102.84,509.0,28.65
2019,11,44,16.5,15.5,249.0,16.0,435.47,105.44,15.0,35.6
2019,11,45,12.0,22.0,172.5,18.0,357.4,100.62,10.0,21.06
2019,11,46,23.24,17.41,319.0,10.9,280.83,105.76,10.5,25.33
2019,11,47,27.8,21.0,228.0,14.0,435.47,100.71,9.0,25.0
2019,11,48,18.9,21.0,210.0,20.0,357.4,105.4,199.0,35.56
2019,11,49,17.63,16.18,180.0,12.0,357.4,101.65,15.0,28.33
2019,11,50,39.5,17.5,199.0,20.0,301.63,101.42,10.0,25.0
2019,11,51,28.75,20.0,180.0,12.0,435.47,100.8,8.0,38.0
2019,11,52,28.4,21.0,132.5,14.0,435.47,103.93,5.0,31.5
2019,11,53,19.0,17.6,206.5,16.5,435.47,101.94,299.0,34.68
2019,11,54,17.88,17.0,137.5,16.0,357.4,102.37,400.0,23.0
2019,11,55,23.5,13.0,200.0,13.0,435.47,102.39,16.0,22.5
2019,12,1,24.55,23.0,180.0,14.0,437.12,105.47,5.0,30.0
2019,12,2,30.45,20.0,189.0,18.0,358.76,102.91,25.0,22.05
2019,12,3,21.0,17.0,142.0,10.5,437.12,101.08,399.0,33.89
2019,12,4,27.65,11.17,322.0,12.73,437.12,102.69,9.0,30.29
2019,12,5,20.9,18.38,259.25,17.0,358.76,103.3,299.0,53.36
2019,12,6,32.4,17.57,220.0,20.0,281.91,103.04,420.0,26.25
2019,12,7,21.74,19.0,219.99,16.0,281.91,101.39,360.0,23.9
2019,12,8,18.25,19.05,369.0,18.5,358.76,101.42,10.0,28.67
2019,12,9,25.0,15.0,160.0,18.0,302.79,105.27,449.0,48.6
2019,12,10,30.6,15.0,374.0,16.0,437.12,101.5,10.0,54.33
2019,12,11,15.5,19.58,264.0,13.0,437.12,104.99,25.0,28.33
2019,12,12,28.2,19.5,196.0,13.0,437.12,103.62,25.0,23.59
2019,12,13,21.18,17.9,180.0,15.0,358.76,104.91,399.0,26.89
2019,12,14,15.38,21.5,169.0,14.0,437.12,102.08,10.0,28.56
2019,12,15,23.4,21.0,189.9,16.0,358.76,102.97,10.0,24.73
2019,12,16,8.63,15.65,245.0,20.5,358.76,102.79,324.0,37.22
2019,12,17,20.5,21.5,290.0,16.75,302.79,101.42,499.0,20.71
2019,12,18,18.25,28.56,219.0,17.25,358.76,102.17,24.0,20.0
2019,12,19,20.4,19.5,277.5,16.0,302.79,104.62,20.0,20.56
2019,12,20,24.9,16.38,210.0,11.0,302.79,101.91,10.0,35.9
2019,12,21,19.9,20.0,220.0,20.0,302.79,103.52,15.0,23.73
2019,12,22,21.9,20.7,180.0,13.0,437.12,101.68,7.0,22.0
2019,12,23,16.5,16.0,379.0,18.0,437.12,102.63,12.0,26.0
2019,12,24,24.8,21.6,219.0,17.0,406.97,105.3,22.5,21.92
2019,12,25,14.8,21.2,250.0,17.0,281.91,103.23,22.5,24.95
2019,12,26,17.5,12.5,210.0,17.0,358.76,102.28,20.0,35.9
2019,12,27,24.18,17.44,234.5,20.0,302.79,101.98,14.0,22.0
2019,12,28,18.13,19.5,319.0,16.0,358.76,101.81,16.0,26.67
2019,12,29,30.23,21.55,151.58,19.0,437.12,105.87,15.0,34.0
2019,12,30,15.75,23.9,245.0,14.0,437.12,100.47,13.0,18.78
2019,12,31,22.65,18.9,150.0,20.0,358.76,102.63,200.0,44.44
2019,12,32,16.6,17.46,160.0,20.0,302.79,102.17,10.0,24.0
2019,12,33,23.8,21.68,150.0,14.0,437.12,102.49,10.0,27.78
2019,12,34,20.25,17.4,270.0,15.0,437.12,101.36,10.0,30.0
2019,12,35,17.5,19.0,269.9,17.5,302.79,104.22,499.0,31.0
2019,12,36,18.35,15.06,184.9,14.0,437.12,103.18,12.0,23.99
2019,12,37,14.9,12.96,198.9,17.0,414.73,102.71,12.0,35.9
2019,12,38,21.08,29.9,172.0,16.0,437.12,105.31,399.0,27.76
2019,12,39,28.0,21.5,393.25,16.0,437.12,102.76,10.0,28.5
2019,12,40,23.3,14.86,280.0,17.0,414.73,100.39,10.0,37.5
2019,12,41,14.5,19.5,294.75,12.0,437.12,102.58,24.0,26.0
2019,12,42,23.75,9.9,260.0,14.0,358.76,104.31,7.0,38.33
2019,12,43,12.5,21.5,200.0,18.0,358.76,102.86,509.0,29.9
2019,12,44,17.25,15.67,226.5,16.0,437.12,106.21,15.0,35.6
2019,12,45,13.75,22.0,170.75,17.5,358.76,100.62,10.0,21.11
2019,12,46,19.74,17.41,319.0,10.9,281.91,106.41,10.5,25.65
2019,12,47,23.8,21.0,228.0,14.0,437.12,100.71,9.0,25.0
2019,12,48,19.15,21.0,210.0,20.0,358.76,105.67,199.0,35.56
2019,12,49,18.58,17.93,195.0,12.0,358.76,101.77,15.0,30.56
2019,12,50,39.25,17.5,199.0,21.0,302.79,101.42,10.0,25.0
2019,12,51,25.0,20.0,180.0,12.0,437.12,100.8,8.0,38.0
2019,12,52,24.15,21.0,140.0,14.0,437.12,104.14,5.0,32.6
2019,12,53,16.5,12.4,193.76,16.5,437.12,101.94,299.0,35.75
2019,12,54,18.58,17.0,140.0,16.0,358.76,102.78,400.0,23.5
2019,12,55,23.5,13.0,200.0,13.0,437.12,102.39,16.0,24.0
2020,1,1,21.55,23.0,180.0,14.0,438.13,105.81,5.0,30.0
2020,1,2,24.85,20.0,189.0,18.0,359.57,102.96,25.0,22.74
2020,1,3,12.0,17.0,142.0,10.5,438.13,101.1,399.0,33.89
2020,1,4,23.05,11.17,322.0,11.5,438.13,102.92,10.0,30.29
2020,1,5,20.43,18.78,249.0,17.0,359.57,103.37,299.0,51.11
2020,1,6,29.15,18.1,220.0,20.0,282.53,103.14,420.0,31.0
2020,1,7,17.99,20.0,219.99,16.0,282.53,101.39,360.0,23.4
2020,1,8,16.25,18.95,399.0,18.5,359.57,101.68,10.0,28.67
2020,1,9,24.5,15.9,160.0,18.0,303.46,105.6,449.0,51.33
2020,1,10,28.85,15.0,379.0,16.0,438.13,101.57,10.0,54.33
2020,1,11,20.0,19.58,264.0,13.0,438.13,105.4,25.0,27.78
2020,1,12,28.95,18.43,188.5,13.5,438.13,103.86,25.0,23.59
2020,1,13,18.18,17.9,170.0,15.0,359.57,105.36,399.0,28.12
2020,1,14,10.58,21.5,169.0,14.38,438.13,102.17,10.0,28.56
2020,1,15,22.4,22.0,189.9,16.0,359.57,103.18,10.0,26.1
2020,1,16,8.83,14.78,259.0,21.0,359.57,102.98,324.0,33.89
2020,1,17,19.73,21.5,290.0,17.0,303.46,101.47,499.0,21.75
2020,1,18,22.75,27.77,215.0,18.0,359.57,102.17,24.0,20.0
2020,1,19,20.9,19.5,277.5,16.5,303.46,104.83,20.0,21.11
2020,1,20,18.4,17.43,215.0,11.0,303.46,102.0,15.0,35.9
2020,1,21,17.58,20.0,178.0,20.0,303.46,103.55,15.0,30.13
2020,1,22,19.73,20.65,180.0,13.0,438.13,101.85,7.0,22.0
2020,1,23,14.6,16.25,379.0,19.0,438.13,103.3,12.0,25.0
2020,1,24,25.8,21.6,213.0,17.0,407.92,104.62,22.5,21.09
2020,1,25,11.3,21.2,271.0,17.0,282.53,103.34,22.5,26.9
2020,1,26,15.75,13.25,210.0,17.0,359.57,102.6,20.0,35.9
2020,1,27,20.73,17.44,225.38,20.0,303.46,102.38,14.0,22.11
2020,1,28,19.7,19.88,314.0,16.0,359.57,102.01,15.0,26.67
2020,1,29,20.48,21.7,146.5,19.0,438.13,106.39,15.0,34.0
2020,1,30,19.5,22.95,245.0,14.0,438.13,100.47,13.0,18.78
2020,1,31,19.73,20.48,141.25,20.0,359.57,102.81,200.0,44.44
2020,1,32,11.83,17.46,160.0,20.0,303.46,102.31,10.0,25.0
2020,1,33,25.8,22.2,150.0,14.0,438.13,102.49,10.0,28.55
2020,1,34,21.5,17.45,270.0,16.0,438.13,101.36,10.0,29.5
2020,1,35,16.25,19.75,269.9,18.0,303.46,104.5,499.0,33.22
2020,1,36,10.8,14.8,188.05,14.0,438.13,103.47,12.0,23.99
2020,1,37,16.65,12.96,202.9,17.0,415.69,102.89,12.0,35.9
2020,1,38,22.33,29.9,169.57,16.13,438.13,105.36,399.0,28.67
2020,1,39,21.0,21.5,385.25,16.0,438.13,102.93,10.0,34.0
2020,1,40,19.8,15.85,280.0,17.0,415.69,100.42,10.0,38.0
2020,1,41,13.5,19.5,299.0,12.0,438.13,102.8,24.0,27.0
2020,1,42,26.0,9.9,260.0,14.0,359.57,104.46,7.0,38.33
2020,1,43,10.5,21.5,200.0,18.0,359.57,103.12,509.0,29.9
2020,1,44,15.0,15.67,236.0,16.75,438.13,106.86,15.0,36.3
2020,1,45,14.75,22.0,168.75,16.0,359.57,100.62,10.0,21.11
2020,1,46,16.97,17.41,313.0,10.9,282.53,106.66,10.5,25.65
2020,1,47,19.8,21.0,228.0,14.0,438.13,100.71,9.0,25.0
2020,1,48,19.95,20.18,210.0,20.5,359.57,105.94,199.0,35.56
2020,1,49,18.38,15.93,180.0,12.0,359.57,101.8,15.0,30.56
2020,1,50,39.25,17.5,199.0,22.0,303.46,101.44,10.0,25.0
2020,1,51,26.25,20.0,180.0,12.0,438.13,100.91,8.0,38.0
2020,1,52,21.39,21.0,150.0,14.0,438.13,104.29,5.0,35.9
2020,1,53,16.5,16.43,280.75,17.25,438.13,102.41,299.0,35.75
2020,1,54,21.85,17.0,135.0,16.0,359.57,102.78,400.0,22.5
2020,1,55,23.5,13.0,200.0,13.0,438.13,102.39,16.0,24.0
2020,2,1,22.0,23.0,190.0,14.0,439.15,106.1,5.0,30.0
2020,2,2,23.7,21.0,191.25,18.0,360.38,103.28,25.0,24.81
2020,2,3,15.0,17.38,132.0,10.5,439.15,101.11,499.0,33.89
2020,2,4,23.18,11.17,290.0,11.9,439.15,103.18,10.0,29.19
2020,2,5,20.43,18.12,223.5,17.0,360.38,103.52,299.0,51.06
2020,2,6,25.9,17.31,220.0,20.0,283.15,103.49,420.0,34.5
2020,2,7,24.74,20.0,194.99,16.0,283.15,101.39,360.0,25.93
2020,2,8,18.75,18.0,386.5,18.5,360.38,101.92,10.0,28.67
2020,2,9,25.0,15.9,165.0,18.0,304.12,105.91,449.0,51.33
2020,2,10,24.38,15.0,379.0,16.0,439.15,101.57,10.0,54.33
2020,2,11,21.0,19.58,245.0,13.0,439.15,105.96,25.0,31.94
2020,2,12,29.95,20.0,182.0,14.0,439.15,103.94,25.0,23.59
2020,2,13,17.9,17.9,160.0,15.0,203.23,105.85,399.0,33.39
2020,2,14,17.33,21.5,169.0,14.5,439.15,102.4,10.0,28.56
2020,2,15,16.4,22.0,189.9,16.0,360.38,103.69,10.0,25.28
2020,2,16,6.88,15.35,254.0,21.0,360.38,103.38,324.0,33.28
2020,2,17,18.75,21.5,290.0,17.0,304.12,101.63,499.0,21.0
2020,2,18,17.25,24.95,215.5,18.0,360.38,102.18,24.0,20.0
2020,2,19,21.4,19.5,277.5,17.0,304.12,105.28,20.0,23.67
2020,2,20,19.9,17.56,210.0,11.0,304.12,102.08,15.0,35.9
2020,2,21,18.38,20.0,178.0,20.0,304.12,103.59,15.0,29.47
2020,2,22,18.23,20.5,180.0,13.0,439.15,102.02,7.0,25.0
2020,2,23,16.6,17.5,373.0,19.0,439.15,103.62,12.0,25.0
2020,2,24,24.3,21.7,216.5,17.0,408.86,104.94,22.5,25.17
2020,2,25,16.3,19.1,292.0,16.0,283.15,103.44,22.5,28.65
2020,2,26,16.0,13.5,210.0,17.0,360.38,102.6,20.0,36.2
2020,2,27,24.28,17.44,203.88,20.0,304.12,102.42,14.0,23.78
2020,2,28,18.75,18.75,319.0,16.0,360.38,102.32,15.0,26.67
2020,2,29,19.65,21.7,148.99,19.0,439.15,107.35,15.0,35.5
2020,2,30,15.0,50.0,245.0,14.25,439.15,100.47,13.0,19.44
2020,2,31,20.43,20.65,150.0,20.0,360.38,103.35,200.0,44.44
2020,2,32,16.6,17.46,158.02,21.0,304.12,102.45,10.0,27.0
2020,2,33,21.3,21.5,150.0,14.0,439.15,102.51,10.0,28.55
2020,2,34,24.4,17.5,260.0,16.0,439.15,101.95,10.0,31.25
2020,2,35,16.5,20.0,269.9,18.0,304.12,105.31,499.0,31.83
2020,2,36,16.8,15.2,190.45,14.0,439.15,103.95,12.0,23.99
2020,2,37,15.9,12.96,199.9,17.0,416.64,103.1,12.0,35.9
2020,2,38,22.83,29.9,166.25,16.5,439.15,105.57,399.0,28.67
2020,2,39,23.5,21.5,376.0,16.0,439.15,103.14,10.0,34.5
2020,2,40,21.4,15.0,280.0,17.0,416.64,100.5,10.0,38.0
2020,2,41,14.5,19.5,299.0,12.0,439.15,102.93,24.0,28.0
2020,2,42,25.5,9.9,260.0,14.0,360.38,104.48,8.0,38.33
2020,2,43,9.5,21.5,200.0,18.0,360.38,103.27,509.0,36.9
2020,2,44,11.5,15.67,249.75,17.0,439.15,107.43,15.0,38.13
2020,2,45,20.5,22.0,171.25,16.0,360.38,100.62,10.0,21.11
2020,2,46,18.24,17.41,290.0,10.9,283.15,107.06,10.5,25.65
2020,2,47,22.8,21.0,228.0,14.0,439.15,101.31,9.0,25.0
2020,2,48,19.48,21.0,210.0,20.5,360.38,106.45,199.0,35.56
2020,2,49,16.4,16.11,180.0,12.0,360.38,102.38,15.0,30.56
2020,2,50,37.0,17.5,199.0,22.0,304.12,102.02,10.0,25.0
2020,2,51,26.25,20.0,185.0,12.0,439.15,101.01,8.0,38.0
2020,2,52,20.65,21.0,147.5,14.0,439.15,104.38,5.0,35.9
2020,2,53,17.0,17.95,291.25,17.5,439.15,102.7,299.0,35.75
2020,2,54,16.9,17.0,130.0,16.0,360.38,102.78,400.0,23.0
2020,2,55,19.0,13.0,220.0,13.0,439.15,102.39,16.0,24.0
2020,3,1,28.6,23.0,200.0,14.01,440.16,106.34,5.0,30.0
2020,3,2,16.1,22.0,195.0,18.0,361.2,103.57,25.0,24.81
2020,3,3,20.75,17.5,122.0,10.5,440.16,101.11,499.0,36.81
2020,3,4,23.65,11.17,322.0,11.88,440.16,103.33,10.0,30.69
2020,3,5,29.9,18.25,215.5,17.25,361.2,103.64,299.0,51.0
2020,3,6,31.15,16.51,220.0,20.0,283.77,103.69,420.0,34.6
2020,3,7,31.99,20.0,179.99,16.0,283.77,101.39,360.0,22.25
2020,3,8,23.0,19.5,359.0,18.5,361.2,102.11,10.0,28.67
2020,3,9,31.75,15.9,170.0,18.0,304.79,106.4,424.0,51.33
2020,3,10,27.4,15.0,374.0,16.0,440.16,101.57,10.0,53.5
2020,3,11,24.0,19.58,245.0,13.0,440.16,106.37,25.0,32.78
2020,3,12,22.71,20.0,181.75,14.0,440.16,104.27,25.0,23.59
2020,3,13,15.3,15.9,170.0,15.0,203.75,106.31,399.0,35.28
2020,3,14,28.1,21.5,169.0,14.5,440.16,102.55,10.0,28.63
2020,3,15,24.9,22.0,191.9,16.25,361.2,104.06,10.0,27.48
2020,3,16,8.63,15.1,259.0,21.0,361.2,103.39,324.0,38.61
2020,3,17,20.48,21.5,290.0,17.0,304.79,101.83,499.0,22.0
2020,3,18,24.5,25.57,216.0,18.0,361.2,102.18,24.0,21.11
2020,3,19,29.15,19.75,277.5,17.0,304.79,105.62,20.0,24.33
2020,3,20,29.65,18.1,210.0,11.0,304.79,102.08,15.0,35.9
2020,3,21,20.38,20.0,194.5,20.0,304.79,103.59,15.0,29.47
2020,3,22,26.7,20.5,180.0,13.0,440.16,102.11,7.0,30.0
2020,3,23,27.93,18.0,379.0,19.0,440.16,103.83,12.0,28.25
2020,3,24,29.05,21.6,226.0,17.0,409.81,108.59,22.5,28.08
2020,3,25,25.8,20.15,260.0,15.0,283.77,103.38,22.5,30.4
2020,3,26,23.5,13.5,215.0,17.0,361.2,102.81,20.0,36.2
2020,3,27,30.06,17.44,234.1,20.0,304.79,102.75,14.0,24.17
2020,3,28,21.28,19.5,319.0,16.0,361.2,103.0,15.0,26.67
2020,3,29,20.53,21.7,148.99,19.0,440.16,108.56,15.0,31.0
2020,3,30,27.0,50.0,245.0,14.0,440.16,100.47,13.0,19.44
2020,3,31,25.45,19.5,151.25,20.0,361.2,103.45,200.0,44.44
2020,3,32,26.13,17.59,154.92,21.0,304.79,102.45,10.0,27.0
2020,3,33,24.05,21.5,160.0,14.0,440.16,102.53,10.0,28.55
2020,3,34,17.4,17.5,230.0,16.0,440.16,101.96,10.0,33.25
2020,3,35,25.5,20.0,264.9,18.0,304.79,105.31,499.0,34.83
2020,3,36,26.1,14.6,190.45,14.0,440.16,104.13,12.0,24.99
2020,3,37,20.88,12.96,198.4,17.0,417.6,103.32,12.0,35.9
2020,3,38,26.73,29.9,172.0,16.5,440.16,106.05,399.0,29.25
2020,3,39,23.75,21.5,395.5,16.0,440.16,103.27,10.0,37.25
2020,3,40,23.3,14.6,280.0,17.0,417.6,100.74,10.0,38.0
2020,3,41,18.5,19.63,299.0,12.0,440.16,103.1,24.0,29.0
2020,3,42,33.0,9.9,260.0,14.0,361.2,104.48,8.0,35.22
2020,3,43,13.0,21.5,150.0,18.0,361.2,103.35,509.0,36.9
2020,3,44,17.25,15.17,271.0,17.0,440.16,107.76,15.0,38.5
2020,3,45,22.75,22.0,172.0,16.0,361.2,100.62,10.0,21.11
2020,3,46,22.99,17.41,313.0,10.9,283.77,107.61,10.5,25.65
2020,3,47,25.05,21.0,228.0,14.0,440.16,102.28,9.0,25.0
2020,3,48,25.23,21.0,217.5,20.5,361.2,106.56,199.0,35.56
2020,3,49,21.85,15.18,197.5,12.0,361.2,102.55,15.0,30.56
2020,3,50,34.0,17.5,199.0,22.0,304.79,102.67,10.0,25.0
2020,3,51,33.75,20.0,195.0,12.0,440.16,101.33,8.0,38.0
2020,3,52,30.4,21.0,140.0,14.0,440.16,104.43,5.0,36.43
2020,3,53,25.75,17.95,313.0,17.5,440.16,102.83,299.0,35.78
2020,3,54,15.9,17.0,140.0,17.0,361.2,102.78,400.0,23.0
2020,3,55,28.5,13.0,242.5,13.0,440.16,102.39,16.0,24.0
2020,4,1,37.13,23.05,200.0,14.08,441.18,106.55,5.0,33.03
2020,4,2,32.4,21.0,215.0,18.0,204.28,103.55,25.0,28.67
2020,4,3,26.25,17.5,147.5,10.5,441.18,101.11,499.0,37.44
2020,4,4,36.65,11.17,364.75,12.73,441.18,103.56,10.0,30.78
2020,4,5,35.9,16.66,182.0,18.0,204.28,103.64,299.0,53.33
2020,4,6,39.9,16.44,210.0,20.0,284.39,103.69,420.0,38.9
2020,4,7,27.49,19.67,191.74,16.39,284.39,101.39,360.0,21.04
2020,4,8,27.5,19.5,399.0,18.5,207.9,102.33,10.0,28.67
2020,4,9,38.74,15.0,168.93,18.0,305.46,106.57,399.0,51.55
2020,4,10,25.35,15.0,364.0,16.0,441.18,101.57,10.0,54.11
2020,4,11,29.0,19.58,206.5,13.2,441.18,106.54,25.0,35.55
2020,4,12,31.0,20.0,165.98,14.03,441.18,104.18,25.0,23.59
2020,4,13,35.65,16.0,170.0,15.0,204.28,106.68,399.0,37.61
2020,4,14,38.63,21.5,167.56,14.5,441.18,102.55,10.0,31.58
2020,4,15,31.9,22.0,194.15,17.0,204.28,104.32,10.0,35.43
2020,4,16,10.35,15.68,264.0,21.0,204.28,103.53,324.0,40.03
2020,4,17,30.82,21.5,289.16,17.0,200.65,101.83,499.0,19.47
2020,4,18,31.25,24.95,227.0,18.0,204.28,102.18,24.0,23.05
2020,4,19,36.65,20.0,277.5,17.0,305.46,105.8,20.0,29.83
2020,4,20,30.19,17.22,210.0,11.9,305.46,102.08,15.0,35.79
2020,4,21,28.92,20.0,200.0,20.0,200.65,103.59,15.0,29.47
2020,4,22,37.95,20.7,180.0,13.0,441.18,102.14,7.0,30.0
2020,4,23,30.58,18.0,368.53,19.0,441.18,103.83,12.0,40.0
2020,4,24,37.35,21.6,219.5,17.0,410.75,116.08,22.5,23.68
2020,4,25,31.05,21.2,236.3,17.0,284.39,103.38,22.5,30.66
2020,4,26,27.25,13.46,220.0,17.0,362.01,102.81,20.0,36.5
2020,4,27,31.35,17.44,275.0,20.0,305.46,102.75,14.0,25.0
2020,4,28,35.65,19.5,319.0,17.0,204.28,102.96,15.0,26.88
2020,4,29,30.58,20.7,241.5,19.0,441.18,108.97,15.0,34.69
2020,4,30,25.0,45.55,245.0,14.0,441.18,100.47,13.0,19.95
2020,4,31,39.65,20.15,155.0,20.0,204.28,103.54,200.0,44.44
2020,4,32,32.38,17.99,145.07,21.0,305.46,102.45,10.0,30.75
2020,4,33,27.63,21.5,170.0,14.0,441.18,102.53,10.0,30.09
2020,4,34,21.33,17.5,220.0,16.0,441.18,101.96,10.0,34.0
2020,4,35,32.99,20.39,279.9,18.0,305.46,105.31,499.0,35.17
2020,4,36,31.05,14.53,187.65,14.0,441.18,104.32,12.0,31.49
2020,4,37,39.9,12.96,179.9,17.0,393.88,103.69,12.0,34.9
2020,4,38,33.38,29.9,172.0,16.5,441.18,106.52,399.0,28.67
2020,4,39,27.0,21.5,369.0,16.0,441.18,103.29,10.0,36.15
2020,4,40,35.85,15.0,280.0,17.0,418.56,100.74,10.0,38.0
2020,4,41,19.5,20.04,264.0,12.0,441.18,103.1,24.0,34.0
2020,4,42,37.0,10.05,260.0,14.0,207.9,104.48,8.0,40.11
2020,4,43,18.25,21.5,150.38,19.0,204.28,103.45,509.0,36.9
2020,4,44,17.0,14.67,231.0,17.0,441.18,107.76,15.0,38.65
2020,4,45,25.5,22.0,177.0,16.0,204.28,100.62,10.0,21.11
2020,4,46,26.74,19.39,293.5,10.9,148.47,107.61,10.5,32.28
2020,4,47,31.9,21.0,251.5,14.0,441.18,102.28,9.0,25.0
2020,4,48,36.15,20.95,220.0,20.5,204.28,106.65,199.0,35.56
2020,4,49,33.18,16.4,195.0,13.5,204.28,102.7,15.0,32.56
2020,4,50,35.5,17.5,199.0,22.0,305.46,102.75,10.0,25.0
2020,4,51,36.25,20.0,198.91,12.0,441.18,101.33,8.0,39.5
2020,4,52,37.9,21.5,145.0,14.35,441.18,104.36,5.0,38.1
2020,4,53,27.0,17.7,290.0,17.5,441.18,103.04,299.0,34.75
2020,4,54,32.9,17.25,140.0,17.0,207.9,102.78,400.0,23.25
2020,4,55,29.0,13.0,250.0,13.0,441.18,102.67,16.0,24.0
2020,5,1,31.18,23.0,198.01,14.11,442.19,106.72,5.0,35.0
2020,5,2,26.3,20.75,215.0,18.0,204.8,103.53,25.0,32.52
2020,5,3,31.0,17.5,170.5,10.5,442.19,101.11,499.0,40.94
2020,5,4,31.15,11.17,383.75,11.9,442.19,103.81,10.0,30.73
2020,5,5,30.15,19.17,182.0,18.0,204.8,103.64,299.0,55.94
2020,5,6,29.9,16.7,215.0,20.0,148.72,103.69,420.0,43.17
2020,5,7,26.49,19.28,229.99,16.19,187.3,101.39,360.0,23.28
2020,5,8,25.5,20.5,399.0,18.5,208.42,102.38,10.0,32.39
2020,5,9,32.21,16.85,170.0,18.0,159.73,106.8,399.0,52.71
