"A�o","Mes","Fecha_Pub_DOF","Clave ciudad","Nombre ciudad","Divisi�n","Grupo","Clase","Subclase","Clave gen�rico","Gen�rico","Consecutivo","Especificaci�n","Precio promedio","Cantidad","Unidad","Estatus"
"2024","02","","01","�rea Met. de la Cd. de M�xico","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","119.73","1","INDICE",""
"2024","02","","02","M�rida, Yuc.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","113.1","1","INDICE",""
"2024","02","","03","Morelia, Mich.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","104.09","1","INDICE",""
"2024","02","","04","Guadalajara, Jal.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.85","1","INDICE",""
"2024","02","","05","Monterrey, N.L.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.72","1","INDICE",""
"2024","02","","06","Mexicali, B.C.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","120.9","1","INDICE",""
"2024","02","","07","Cd. Ju�rez, Chih.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","113.79","1","INDICE",""
"2024","02","","08","Acapulco, Gro.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.28","1","INDICE",""
"2024","02","","09","Culiac�n, Sin.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","124.35","1","INDICE",""
"2024","02","","10","Le�n, Gto.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","111.21","1","INDICE",""
"2024","02","","11","Puebla, Pue.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","117.43","1","INDICE",""
"2024","02","","12","San Luis Potos�, S.L.P.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","118.67","1","INDICE",""
"2024","02","","13","Tapachula, Chis.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","121.65","1","INDICE",""
"2024","02","","14","Toluca, Edo. de M�x.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","106.41","1","INDICE",""
"2024","02","","15","Torre�n, Coah.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.72","1","INDICE",""
"2024","02","","16","Veracruz, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","115.41","1","INDICE",""
"2024","02","","17","Villahermosa, Tab.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","103.75","1","INDICE",""
"2024","02","","18","Tampico, Tamps.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.54","1","INDICE",""
"2024","02","","19","Chihuahua, Chih.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","120.46","1","INDICE",""
"2024","02","","20","Hermosillo, Son.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","117.21","1","INDICE",""
"2024","02","","21","Monclova, Coah.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.21","1","INDICE",""
"2024","02","","22","C�rdoba, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","111.54","1","INDICE",""
"2024","02","","23","Aguascalientes, Ags.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.1","1","INDICE",""
"2024","02","","24","Tijuana, B.C.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","129.35","1","INDICE",""
"2024","02","","25","Matamoros, Tamps.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","122.89","1","INDICE",""
"2024","02","","26","Colima, Col.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.26","1","INDICE",""
"2024","02","","27","La Paz, B.C.S.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.71","1","INDICE",""
"2024","02","","28","Chetumal, Q. Roo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","111.11","1","INDICE",""
"2024","02","","29","Jacona, Mich.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","135.78","1","INDICE",""
"2024","02","","30","Fresnillo, Zac.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","115.19","1","INDICE",""
"2024","02","","31","Iguala, Gro.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.28","1","INDICE",""
"2024","02","","32","Huatabampo, Son.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.36","1","INDICE",""
"2024","02","","33","Tulancingo, Hgo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.97","1","INDICE",""
"2024","02","","34","Cortazar, Gto.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.63","1","INDICE",""
"2024","02","","35","Jim�nez, Chih.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","121.26","1","INDICE",""
"2024","02","","36","Durango, Dgo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","118.06","1","INDICE",""
"2024","02","","37","Tepic, Nay.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","118.01","1","INDICE",""
"2024","02","","38","Oaxaca, Oax.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","115.94","1","INDICE",""
"2024","02","","39","Quer�taro, Qro.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","112.76","1","INDICE",""
"2024","02","","40","Cuernavaca, Mor.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","107.57","1","INDICE",""
"2024","02","","41","Tlaxcala, Tlax.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","115.83","1","INDICE",""
"2024","02","","42","San Andr�s Tuxtla, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","108.3","1","INDICE",""
"2024","02","","43","Campeche, Camp.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","112.49","1","INDICE",""
"2024","02","","44","Tepatitl�n, Jal.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","130.19","1","INDICE",""
"2024","02","","45","Tehuantepec, Oax.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","104.69","1","INDICE",""
"2024","02","","46","Cd. Acu�a, Coah.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","125.26","1","INDICE",""
"2024","02","","47","Atlacomulco, Edo. de M�x.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","112.6","1","INDICE",""
"2024","02","","48","Canc�n, Q. Roo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","117.83","1","INDICE",""
"2024","02","","49","Coatzacoalcos, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","108.43","1","INDICE",""
"2024","02","","50","Esperanza, Son.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","116.46","1","INDICE",""
"2024","02","","51","Iz�car de Matamoros, Pue.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","106.18","1","INDICE",""
"2024","02","","52","Pachuca, Hgo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","111.11","1","INDICE",""
"2024","02","","53","Saltillo, Coah.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","116.9","1","INDICE",""
"2024","02","","54","Tuxtla Guti�rrez, Chis.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","105.68","1","INDICE",""
"2024","02","","55","Zacatecas, Zac.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","111.03","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","01","�rea Met. de la Cd. de M�xico","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","119.3","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","02","M�rida, Yuc.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","112.64","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","03","Morelia, Mich.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","103.92","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","04","Guadalajara, Jal.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.17","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","05","Monterrey, N.L.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.4","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","06","Mexicali, B.C.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","120.81","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","07","Cd. Ju�rez, Chih.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","113.42","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","08","Acapulco, Gro.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.28","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","09","Culiac�n, Sin.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","124","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","10","Le�n, Gto.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.95","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","11","Puebla, Pue.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","116.7","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","12","San Luis Potos�, S.L.P.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","118.29","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","13","Tapachula, Chis.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","121.13","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","14","Toluca, Edo. de M�x.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","106.29","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","15","Torre�n, Coah.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.64","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","16","Veracruz, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.96","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","17","Villahermosa, Tab.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","103.61","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","18","Tampico, Tamps.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.54","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","19","Chihuahua, Chih.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","120.3","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","20","Hermosillo, Son.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","117.08","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","21","Monclova, Coah.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.1","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","22","C�rdoba, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.79","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","23","Aguascalientes, Ags.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.57","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","24","Tijuana, B.C.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","128.51","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","25","Matamoros, Tamps.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","121.78","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","26","Colima, Col.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.16","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","27","La Paz, B.C.S.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","108.66","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","28","Chetumal, Q. Roo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.26","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","29","Jacona, Mich.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","135.78","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","30","Fresnillo, Zac.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.73","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","31","Iguala, Gro.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.21","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","32","Huatabampo, Son.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","114.19","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","33","Tulancingo, Hgo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.68","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","34","Cortazar, Gto.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","109.63","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","35","Jim�nez, Chih.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","121.06","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","36","Durango, Dgo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","117.5","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","37","Tepic, Nay.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","117.76","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","38","Oaxaca, Oax.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","115.38","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","39","Quer�taro, Qro.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","112.65","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","40","Cuernavaca, Mor.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","107.51","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","41","Tlaxcala, Tlax.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","115.25","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","42","San Andr�s Tuxtla, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","107.93","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","43","Campeche, Camp.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","112.47","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","44","Tepatitl�n, Jal.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","129.22","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","45","Tehuantepec, Oax.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","104.45","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","46","Cd. Acu�a, Coah.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","123.85","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","47","Atlacomulco, Edo. de M�x.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","112.14","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","48","Canc�n, Q. Roo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","117.38","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","49","Coatzacoalcos, Ver.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","108.35","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","50","Esperanza, Son.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","116.09","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","51","Iz�car de Matamoros, Pue.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","106.14","1","INDICE",""
"2024","01","22/02/2024 12:00:00 a. m.","52","Pachuca, Hgo.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada","138","Renta de vivienda","001","INDICE DE LA CIUDAD                                         ","110.62","1","INDICE",""
